,Year,State,STATE_NAME,REGION_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT,ht_happ
2270,2020,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
2271,2020,OH,Ohio,Midwest,Commercial Sex Acts,1,0,0,0,1
2272,2020,NV,Nevada,West,Commercial Sex Acts,3,0,0,0,1
2273,2020,NV,Nevada,West,Commercial Sex Acts,1,0,0,0,1
2274,2020,UT,Utah,West,Involuntary Servitude,1,0,0,0,1
2275,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
2276,2018,CT,Connecticut,Northeast,Commercial Sex Acts,2,0,0,0,1
2277,2019,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
2279,2020,TX,Texas,South,Commercial Sex Acts,2,0,2,0,1
2280,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2281,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2282,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2283,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2284,2018,KY,Kentucky,South,Commercial Sex Acts,3,0,0,0,1
2285,2019,KY,Kentucky,South,Commercial Sex Acts,2,0,0,0,1
2286,2019,KY,Kentucky,South,Involuntary Servitude,1,0,0,0,1
2287,2020,IN,Indiana,Midwest,Involuntary Servitude,1,0,0,0,1
2288,2020,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2289,2020,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2290,2018,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2291,2020,NC,North Carolina,South,Involuntary Servitude,1,0,0,0,1
2292,2018,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
2293,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2294,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2295,2019,AR,Arkansas,South,Involuntary Servitude,1,0,0,0,1
2296,2017,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
2297,2019,TX,Texas,South,Involuntary Servitude,1,0,1,1,1
2298,2020,AZ,Arizona,West,Commercial Sex Acts,4,0,0,0,1
2299,2017,ME,Maine,Northeast,Commercial Sex Acts,1,0,0,0,1
2300,2017,TN,Tennessee,South,Commercial Sex Acts,1,0,1,0,1
2301,2020,KY,Kentucky,South,Commercial Sex Acts,1,0,1,0,1
2302,2018,TX,Texas,South,Commercial Sex Acts,3,0,0,0,1
2303,2017,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
2304,2017,TN,Tennessee,South,Involuntary Servitude,1,0,0,0,1
2305,2019,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
2306,2017,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
2307,2019,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2308,2018,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2309,2019,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2310,2020,IN,Indiana,Midwest,Commercial Sex Acts,5,0,0,0,1
2311,2020,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2312,2020,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2313,2020,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2314,2020,IN,Indiana,Midwest,Involuntary Servitude,1,0,0,0,1
2315,2020,IN,Indiana,Midwest,Involuntary Servitude,2,0,0,0,1
2316,2020,IN,Indiana,Midwest,Commercial Sex Acts,3,0,0,0,1
2317,2017,ME,Maine,Northeast,Commercial Sex Acts,1,0,1,0,1
2318,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2319,2017,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
2320,2019,KY,Kentucky,South,Involuntary Servitude,1,0,0,0,1
2321,2017,ND,North Dakota,Midwest,Commercial Sex Acts,2,0,0,0,1
2322,2017,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
2323,2019,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
2324,2017,KY,Kentucky,South,Commercial Sex Acts,10,0,0,0,1
2325,2017,KY,Kentucky,South,Involuntary Servitude,3,0,0,0,1
2326,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2327,2016,NB,Nebraska,Midwest,Commercial Sex Acts,1,0,0,0,1
2328,2018,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2329,2019,IN,Indiana,Midwest,Involuntary Servitude,1,0,0,0,1
2330,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
2331,2017,MI,Michigan,Midwest,Involuntary Servitude,1,0,0,0,1
2332,2020,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2333,2019,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2334,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2335,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2336,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2337,2018,IN,Indiana,Midwest,Involuntary Servitude,2,0,2,0,1
2338,2019,VA,Virginia,South,Involuntary Servitude,1,0,0,0,1
2339,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2340,2019,NJ,New Jersey,Northeast,Commercial Sex Acts,1,0,0,0,1
2341,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,1,0,1
2342,2017,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
2343,2017,SC,South Carolina,South,Commercial Sex Acts,1,0,1,0,1
2344,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,1,0,1
2345,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2346,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2347,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2348,2020,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2349,2019,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
2350,2019,TX,Texas,South,Commercial Sex Acts,5,1,1,0,1
2351,2020,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2352,2019,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2353,2018,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,0,0,1
2354,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,2,0,0,0,1
2355,2019,VT,Vermont,Northeast,Commercial Sex Acts,1,0,0,0,1
2356,2017,KY,Kentucky,South,Involuntary Servitude,10,0,0,0,1
2357,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2358,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
2359,2017,ID,Idaho,West,Commercial Sex Acts,2,0,0,0,1
2360,2018,HI,Hawaii,West,Commercial Sex Acts,1,0,0,0,1
2361,2018,CO,Colorado,West,Involuntary Servitude,1,0,0,0,1
2362,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2363,2020,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
2364,2018,WA,Washington,West,Commercial Sex Acts,1,0,1,0,1
2365,2017,MI,Michigan,Midwest,Involuntary Servitude,2,0,0,0,1
2366,2020,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
2367,2020,NV,Nevada,West,Commercial Sex Acts,11,0,7,0,1
2368,2019,CT,Connecticut,Northeast,Involuntary Servitude,1,0,0,0,1
2369,2019,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
2370,2019,NV,Nevada,West,Commercial Sex Acts,19,0,5,0,1
2371,2019,MD,Maryland,South,Involuntary Servitude,4,0,0,0,1
2372,2018,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2373,2020,WA,Washington,West,Commercial Sex Acts,2,0,0,0,1
2374,2020,WA,Washington,West,Commercial Sex Acts,2,0,0,0,1
2375,2020,WA,Washington,West,Commercial Sex Acts,1,0,6,0,1
2376,2019,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2377,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2378,2020,LA,Louisiana,South,Commercial Sex Acts,1,0,0,0,1
2379,2019,GA,Georgia,South,Commercial Sex Acts,1,0,0,0,1
2380,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
2381,2020,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
2382,2019,MD,Maryland,South,Commercial Sex Acts,2,0,2,0,1
2383,2019,MD,Maryland,South,Commercial Sex Acts,1,0,0,0,1
2384,2019,MD,Maryland,South,Involuntary Servitude,1,0,1,0,1
2385,2019,MD,Maryland,South,Commercial Sex Acts,2,0,1,0,1
2386,2019,MD,Maryland,South,Involuntary Servitude,2,0,2,0,1
2387,2020,MD,Maryland,South,Commercial Sex Acts,1,0,0,0,1
2388,2020,MD,Maryland,South,Commercial Sex Acts,1,0,0,0,1
2389,2020,MT,Montana,West,Commercial Sex Acts,2,0,0,0,1
2390,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
2391,2020,PA,Pennsylvania,Northeast,Commercial Sex Acts,1,0,0,0,1
2392,2019,WA,Washington,West,Commercial Sex Acts,2,0,0,0,1
2393,2019,WA,Washington,West,Commercial Sex Acts,4,0,0,0,1
2394,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,1,0,1
2395,2020,WA,Washington,West,Commercial Sex Acts,4,0,0,0,1
2396,2020,WA,Washington,West,Commercial Sex Acts,1,0,3,0,1
2397,2020,WA,Washington,West,Commercial Sex Acts,3,0,0,0,1
2398,2020,WA,Washington,West,Commercial Sex Acts,2,0,0,0,1
2399,2019,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
2400,2018,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
2401,2016,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2402,2020,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
2403,2019,WA,Washington,West,Commercial Sex Acts,8,0,8,0,1
2404,2019,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
2405,2019,WA,Washington,West,Commercial Sex Acts,5,0,1,0,1
2406,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
2407,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,1,0,1
2408,2018,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2409,2019,MN,Minnesota,Midwest,Involuntary Servitude,1,0,0,0,1
2410,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
2411,2020,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
2412,2019,LA,Louisiana,South,Involuntary Servitude,1,0,1,0,1
2413,2019,IN,Indiana,Midwest,Involuntary Servitude,1,0,0,0,1
2414,2020,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2415,2018,IN,Indiana,Midwest,Commercial Sex Acts,2,0,0,0,1
2416,2019,MD,Maryland,South,Commercial Sex Acts,3,0,2,0,1
2417,2019,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2418,2017,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
2419,2017,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
2420,2018,FL,Florida,South,Involuntary Servitude,1,0,1,0,1
2421,2018,FL,Florida,South,Commercial Sex Acts,3,0,3,0,1
2422,2018,TX,Texas,South,Commercial Sex Acts,5,1,1,0,1
2423,2017,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2424,2017,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2425,2018,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
2426,2018,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
2427,2017,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
2428,2017,TX,Texas,South,Commercial Sex Acts,2,1,1,0,1
2429,2017,TX,Texas,South,Involuntary Servitude,1,1,0,0,1
2430,2017,TX,Texas,South,Commercial Sex Acts,3,1,1,0,1
2431,2017,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
2432,2018,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,0,0,1
2433,2018,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2434,2019,GA,Georgia,South,Commercial Sex Acts,1,0,0,0,1
2435,2019,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
2436,2018,OK,Oklahoma,South,Commercial Sex Acts,1,0,0,0,1
2437,2020,GA,Georgia,South,Commercial Sex Acts,1,0,0,0,1
2438,2019,NV,Nevada,West,Commercial Sex Acts,3,0,2,0,1
2439,2018,NV,Nevada,West,Commercial Sex Acts,3,0,0,0,1
2440,2018,NV,Nevada,West,Commercial Sex Acts,1,0,1,0,1
2441,2018,NV,Nevada,West,Commercial Sex Acts,1,0,0,0,1
2442,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2443,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2444,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2445,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2446,2017,MO,Missouri,Midwest,Commercial Sex Acts,1,0,2,0,1
2447,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2448,2018,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
2449,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2450,2017,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,1,0,1
2451,2017,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,1,0,1
2452,2018,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
2453,2017,NV,Nevada,West,Commercial Sex Acts,1,0,0,0,1
2454,2017,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2455,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2456,2018,AK,Alaska,West,Commercial Sex Acts,1,0,0,0,1
2457,2018,AK,Alaska,West,Involuntary Servitude,2,0,0,0,1
2458,2017,AZ,Arizona,West,Commercial Sex Acts,2,0,3,0,1
2459,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2460,2018,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,0,0,1
2461,2017,AZ,Arizona,West,Commercial Sex Acts,1,0,1,0,1
2462,2016,CO,Colorado,West,Commercial Sex Acts,3,0,0,0,1
2463,2018,CO,Colorado,West,Commercial Sex Acts,2,0,0,0,1
2464,2017,CO,Colorado,West,Commercial Sex Acts,2,0,0,0,1
2465,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2466,2020,MI,Michigan,Midwest,Commercial Sex Acts,4,0,4,0,1
2467,2018,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2468,2018,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2469,2019,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
2470,2018,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
2471,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2472,2018,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2473,2020,ND,North Dakota,Midwest,Involuntary Servitude,1,0,0,0,1
2474,2017,WI,Wisconsin,Midwest,Commercial Sex Acts,3,0,3,0,1
2475,2018,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
2476,2017,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,3,0,1
2477,2017,MN,Minnesota,Midwest,Commercial Sex Acts,4,0,4,0,1
2478,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2479,2017,MN,Minnesota,Midwest,Commercial Sex Acts,9,0,4,0,1
2480,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2481,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2482,2017,MN,Minnesota,Midwest,Commercial Sex Acts,11,0,11,0,1
2483,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2484,2017,TX,Texas,South,Involuntary Servitude,3,0,0,0,1
2485,2017,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
2486,2017,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,3,0,1
2487,2017,MN,Minnesota,Midwest,Commercial Sex Acts,6,0,4,0,1
2488,2017,MN,Minnesota,Midwest,Commercial Sex Acts,5,0,0,0,1
2489,2017,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
2490,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2491,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2492,2017,TX,Texas,South,Commercial Sex Acts,4,0,3,0,1
2493,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2494,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2495,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2496,2017,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,3,0,1
2497,2017,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,2,0,1
2498,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2499,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2500,2017,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
2501,2018,CO,Colorado,West,Involuntary Servitude,1,0,0,0,1
2502,2019,LA,Louisiana,South,Commercial Sex Acts,2,0,2,0,1
2503,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2504,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
2505,2019,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2506,2020,GA,Georgia,South,Commercial Sex Acts,1,0,0,0,1
2507,2019,CO,Colorado,West,Commercial Sex Acts,2,0,0,0,1
2508,2017,SC,South Carolina,South,Commercial Sex Acts,1,0,1,0,1
2509,2018,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
2510,2018,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
2511,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
2512,2018,MI,Michigan,Midwest,Involuntary Servitude,1,0,0,0,1
2513,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2514,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,2,0,1
2515,2019,KS,Kansas,Midwest,Commercial Sex Acts,1,0,1,0,1
2516,2019,IN,Indiana,Midwest,Commercial Sex Acts,1,0,1,0,1
2517,2017,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,1,0,1
2518,2017,CO,Colorado,West,Commercial Sex Acts,2,0,0,0,1
2519,2019,TX,Texas,South,Commercial Sex Acts,3,0,0,0,1
2520,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2521,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2522,2019,MN,Minnesota,Midwest,Commercial Sex Acts,9,0,9,0,1
2523,2019,MN,Minnesota,Midwest,Commercial Sex Acts,9,0,9,0,1
2524,2019,MN,Minnesota,Midwest,Commercial Sex Acts,39,0,39,0,1
2525,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2526,2019,NV,Nevada,West,Commercial Sex Acts,1,0,1,0,1
2527,2019,MD,Maryland,South,Commercial Sex Acts,1,0,0,0,1
2528,2017,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
2529,2019,NV,Nevada,West,Commercial Sex Acts,1,0,0,0,1
2530,2018,NV,Nevada,West,Commercial Sex Acts,1,0,0,0,1
2531,2018,NV,Nevada,West,Commercial Sex Acts,4,0,0,0,1
2532,2019,NV,Nevada,West,Commercial Sex Acts,3,0,1,0,1
2533,2018,NV,Nevada,West,Commercial Sex Acts,2,0,0,0,1
2534,2019,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,1,0,1
2535,2018,FL,Florida,South,Commercial Sex Acts,1,0,1,0,1
2536,2017,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
2537,2015,OR,Oregon,West,Commercial Sex Acts,3,0,0,0,1
2538,2015,OR,Oregon,West,Commercial Sex Acts,6,0,2,0,1
2539,2015,OR,Oregon,West,Commercial Sex Acts,1,0,0,0,1
2540,2015,OR,Oregon,West,Involuntary Servitude,1,0,0,0,1
2541,2015,OR,Oregon,West,Commercial Sex Acts,1,0,0,0,1
2542,2015,OR,Oregon,West,Commercial Sex Acts,3,0,0,0,1
2543,2019,MA,Massachusetts,Northeast,Involuntary Servitude,1,0,0,0,1
2544,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2545,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2546,2018,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2547,2018,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2548,2018,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2549,2018,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2550,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2551,2020,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
2552,2020,NM,New Mexico,West,Involuntary Servitude,1,0,0,0,1
2553,2020,OH,Ohio,Midwest,Commercial Sex Acts,1,0,0,0,1
2554,2020,NH,New Hampshire,Northeast,Commercial Sex Acts,2,0,0,0,1
2555,2020,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
2556,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
2557,2019,IL,Illinois,Midwest,Commercial Sex Acts,2,0,0,0,1
2558,2019,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2559,2019,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
2560,2019,SC,South Carolina,South,Commercial Sex Acts,1,0,1,0,1
2561,2020,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
2562,2019,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2563,2020,NV,Nevada,West,Commercial Sex Acts,13,0,4,0,1
2564,2019,NC,North Carolina,South,Commercial Sex Acts,2,0,0,0,1
2565,2019,OR,Oregon,West,Commercial Sex Acts,1,0,0,0,1
2566,2020,NV,Nevada,West,Commercial Sex Acts,11,0,7,0,1
2567,2020,OR,Oregon,West,Involuntary Servitude,1,0,0,0,1
2568,2019,IL,Illinois,Midwest,Commercial Sex Acts,3,0,0,0,1
2569,2019,IL,Illinois,Midwest,Commercial Sex Acts,4,0,0,0,1
2570,2020,NJ,New Jersey,Northeast,Commercial Sex Acts,1,0,1,0,1
2571,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2572,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2573,2017,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
2574,2017,OK,Oklahoma,South,Commercial Sex Acts,1,0,0,0,1
2575,2020,NV,Nevada,West,Commercial Sex Acts,16,0,10,0,1
2576,2017,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
2577,2017,AZ,Arizona,West,Commercial Sex Acts,2,0,0,0,1
2578,2017,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
2579,2017,IN,Indiana,Midwest,Commercial Sex Acts,1,0,0,0,1
2580,2018,NV,Nevada,West,Commercial Sex Acts,9,0,4,0,1
2581,2019,NV,Nevada,West,Commercial Sex Acts,14,0,6,0,1
2582,2018,NV,Nevada,West,Commercial Sex Acts,21,0,6,0,1
2583,2018,NV,Nevada,West,Commercial Sex Acts,14,0,3,0,1
2584,2017,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2585,2017,LA,Louisiana,South,Commercial Sex Acts,7,0,6,0,1
2586,2017,MO,Missouri,Midwest,Commercial Sex Acts,6,0,5,0,1
2587,2017,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
2588,2019,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
2589,2017,OK,Oklahoma,South,Commercial Sex Acts,2,0,2,0,1
2590,2017,OK,Oklahoma,South,Commercial Sex Acts,1,0,1,0,1
2591,2017,AZ,Arizona,West,Commercial Sex Acts,1,0,1,0,1
2592,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2593,2017,MN,Minnesota,Midwest,Commercial Sex Acts,6,0,6,0,1
2594,2019,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2595,2019,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
2596,2019,AK,Alaska,West,Commercial Sex Acts,1,0,0,0,1
2597,2019,TX,Texas,South,Involuntary Servitude,3,0,2,0,1
2598,2019,TX,Texas,South,Involuntary Servitude,4,0,4,1,1
2599,2019,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
2600,2019,TX,Texas,South,Commercial Sex Acts,1,0,1,1,1
2601,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
2602,2019,MD,Maryland,South,Commercial Sex Acts,2,0,2,0,1
2603,2019,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
2604,2019,NV,Nevada,West,Commercial Sex Acts,15,0,6,0,1
2605,2018,NV,Nevada,West,Commercial Sex Acts,18,0,3,0,1
2606,2018,NV,Nevada,West,Commercial Sex Acts,23,0,5,0,1
2607,2018,NV,Nevada,West,Commercial Sex Acts,25,0,4,0,1
2608,2018,NV,Nevada,West,Commercial Sex Acts,10,0,3,0,1
2609,2018,NV,Nevada,West,Commercial Sex Acts,7,0,5,0,1
2610,2019,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
2611,2019,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
2612,2018,IL,Illinois,Midwest,Commercial Sex Acts,3,0,0,0,1
2613,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2614,2019,MA,Massachusetts,Northeast,Commercial Sex Acts,1,0,0,0,1
2615,2018,FL,Florida,South,Commercial Sex Acts,1,1,0,0,1
2616,2018,FL,Florida,South,Commercial Sex Acts,1,0,1,0,1
2617,2018,FL,Florida,South,Commercial Sex Acts,9,0,3,0,1
2618,2018,FL,Florida,South,Commercial Sex Acts,2,0,2,0,1
2619,2018,FL,Florida,South,Commercial Sex Acts,1,0,1,0,1
2620,2018,FL,Florida,South,Commercial Sex Acts,1,2,1,0,1
2621,2018,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
2622,2018,LA,Louisiana,South,Commercial Sex Acts,2,0,1,0,1
2623,2017,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,4,1,1
2624,2018,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
2625,2017,KY,Kentucky,South,Involuntary Servitude,1,0,0,0,1
2626,2018,LA,Louisiana,South,Commercial Sex Acts,2,0,2,0,1
2627,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
2628,2018,VT,Vermont,Northeast,Commercial Sex Acts,2,0,0,0,1
2629,2018,AK,Alaska,West,Involuntary Servitude,1,0,0,0,1
2630,2018,AK,Alaska,West,Commercial Sex Acts,1,0,0,0,1
2631,2017,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
